date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:04:35	39168/39168	---M--	200	added ('OK')	text/css	etag:%227fdd1fc8279d91:0%22	https://www.likwidasset.com/Content/font-awesome.min.css	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/font-awesome.min.css	(from https://www.likwidasset.com/Marketplace)
15:04:35	89478/89478	---M--	200	added ('OK')	application/javascript	etag:%2282d8b9ce279d91:0%22	https://www.likwidasset.com/Scripts/jquery-3.5.1.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/jquery-3.5.1.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:35	35957/35957	---M--	200	added ('OK')	application/javascript	etag:%22b723b7cd279d91:0%22	https://www.likwidasset.com/Scripts/bootstrap.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/bootstrap.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:35	4879/4879	---M--	200	added ('OK')	application/javascript	etag:%228f5bd5cf279d91:0%22	https://www.likwidasset.com/Scripts/respond.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/respond.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:35	71550/71550	---M--	200	added ('OK')	application/javascript	etag:%2264e891cd279d91:0%22	https://www.likwidasset.com/Scripts/bootstrap-select.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/bootstrap-select.js	(from https://www.likwidasset.com/Marketplace)
15:04:36	24379/24379	---M--	200	added ('OK')	application/javascript	etag:%22a27b14cf279d91:0%22	https://www.likwidasset.com/Scripts/jquery.validate.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/jquery.validate.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:36	5871/5871	---M--	200	added ('OK')	application/javascript	etag:%2249f61bcf279d91:0%22	https://www.likwidasset.com/Scripts/jquery.validate.unobtrusive.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/jquery.validate.unobtrusive.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:36	20262/20262	---M--	200	added ('OK')	text/javascript	date:Tue,%2018%20Apr%202023%2007:04:37%20GMT	https://www.likwidasset.com/bundles/common?v=g78rJrxr6F7JHvN2277aqBhMALnkoU7g5EaUoZk-3zU1	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/bundles/commonb166	(from https://www.likwidasset.com/Marketplace)
15:04:36	372/372	---M--	200	added ('OK')	application/javascript	etag:%2289b5cbcd279d91:0%22	https://www.likwidasset.com/Scripts/data-img.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/data-img.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:37	6713/6713	---M--	200	added ('OK')	text/css	etag:%227fc862ca279d91:0%22	https://www.likwidasset.com/Content/jquery.webui-popover.min.css?v=1.0.1	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/jquery.webui-popover.minf700.css	(from https://www.likwidasset.com/Marketplace)
15:04:37	15210/15210	---M--	200	added ('OK')	application/javascript	etag:%22f0db1ecf279d91:0%22	https://www.likwidasset.com/Scripts/jquery.webui-popover.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/jquery.webui-popover.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:37	9786/9786	---M--	200	added ('OK')	application/javascript	etag:%229e5b3fcd279d91:0%22	https://www.likwidasset.com/Scripts/app.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/app.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:37	25248/25248	---M--	200	added ('OK')	application/javascript	etag:%220a0adce279d91:0%22	https://www.likwidasset.com/Scripts/nouislider.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/nouislider.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:37	9142/9142	---M--	200	added ('OK')	application/javascript	etag:%220cddecf279d91:0%22	https://www.likwidasset.com/Scripts/wNumb.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/wNumb.js	(from https://www.likwidasset.com/Marketplace)
15:04:38	3885/3885	---M--	200	added ('OK')	application/javascript	etag:%220a0adce279d91:0%22	https://www.likwidasset.com/Scripts/mvcfoolproof.unobtrusive.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/mvcfoolproof.unobtrusive.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:38	52/52	---MCZ	302	error ('Found')	text/plain	date:Tue,%2018%20Apr%202023%2007:04:38%20GMT	https://unpkg.com/aos@next/dist/aos.css	C:/Users/csbackup4/Desktop/clone/Clone/unpkg.com/aos@next/dist/aos.26.delayed	(from https://www.likwidasset.com/Marketplace)
15:04:38	28765/28765	---MCZ	200	added ('OK')	text/css	etag:%22705d-miajSdIaS4cfRd/RJKQ/raT5S5g%22	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.css	C:/Users/csbackup4/Desktop/clone/Clone/unpkg.com/aos@3.0.0-beta.6/dist/aos.css	(from https://www.likwidasset.com/Marketplace)
15:04:38	3356/3356	---M--	200	added ('OK')	text/css	etag:%220ece8c9279d91:0%22	https://www.likwidasset.com/Content/owl.carousel.min.css	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/owl.carousel.min.css	(from https://www.likwidasset.com/Marketplace)
15:04:39	1018/1018	---M--	200	added ('OK')	text/css	etag:%220ece8c9279d91:0%22	https://www.likwidasset.com/Content/owl.theme.default.min.css	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/owl.theme.default.min.css	(from https://www.likwidasset.com/Marketplace)
15:04:39	44348/44348	---M--	200	added ('OK')	application/javascript	etag:%220a0adce279d91:0%22	https://www.likwidasset.com/Scripts/owl.carousel.min.js	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Scripts/owl.carousel.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:39	400757/400757	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Apr%202023%2007:35:24%20GMT	https://cdn.yellowmessenger.com/plugin/widget-v2/latest/dist/main.min.js	C:/Users/csbackup4/Desktop/clone/Clone/cdn.yellowmessenger.com/plugin/widget-v2/latest/dist/main.min.js	(from https://www.likwidasset.com/Marketplace)
15:04:39	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2018%20Apr%202023%2007:04:40%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/csbackup4/Desktop/clone/Clone/www.googletagmanager.com/gtm.2c5445.delayed	(from https://www.likwidasset.com/Marketplace)
15:04:40	84966/84966	---M--	200	added ('OK')	image/png	etag:%2227e9c74b4e40d91:0%22	https://www.likwidasset.com/Content/images/Likwid_Tagline_Logo.png?v=1.2	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/Likwid_Tagline_Logo7839.png	(from https://www.likwidasset.com/Marketplace)
15:04:40	34545/34545	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:40%20GMT	https://www.likwidasset.com/MarketplaceESG	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/MarketplaceESG.html	(from https://www.likwidasset.com/Marketplace)
15:04:40	25793/25793	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:41%20GMT	https://www.likwidasset.com/About	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/About.html	(from https://www.likwidasset.com/Marketplace)
15:04:40	38246/38246	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:41%20GMT	https://www.likwidasset.com/Learn	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Learn.html	(from https://www.likwidasset.com/Marketplace)
15:04:41	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Apr%202023%2007:04:41%20GMT	https://www.likwidasset.com/Dashboard/MyDashboard	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Dashboard/MyDashboard	(from https://www.likwidasset.com/Marketplace)
15:04:41	27689/27689	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:41%20GMT	https://www.likwidasset.com/Account/Login?ReturnUrl=%2FDashboard%2FMyDashboard	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Login95ab.html	(from https://www.likwidasset.com/Marketplace)
15:04:41	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Apr%202023%2007:04:41%20GMT	https://www.likwidasset.com/Dashboard/Portfolio	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Dashboard/Portfolio	(from https://www.likwidasset.com/Marketplace)
15:04:41	27687/27687	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:42%20GMT	https://www.likwidasset.com/Account/Login?ReturnUrl=%2FDashboard%2FPortfolio	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Loginea85.html	(from https://www.likwidasset.com/Marketplace)
15:04:41	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Apr%202023%2007:04:42%20GMT	https://www.likwidasset.com/Dashboard/MyOrder	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Dashboard/MyOrder	(from https://www.likwidasset.com/Marketplace)
15:04:42	27685/27685	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:42%20GMT	https://www.likwidasset.com/Account/Login?ReturnUrl=%2FDashboard%2FMyOrder	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Login6b0c.html	(from https://www.likwidasset.com/Marketplace)
15:04:42	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Apr%202023%2007:04:42%20GMT	https://www.likwidasset.com/Dashboard/Shortlist	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Dashboard/Shortlist	(from https://www.likwidasset.com/Marketplace)
15:04:42	27687/27687	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:43%20GMT	https://www.likwidasset.com/Account/Login?ReturnUrl=%2FDashboard%2FShortlist	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Login55d5.html	(from https://www.likwidasset.com/Marketplace)
15:04:42	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Apr%202023%2007:04:43%20GMT	https://www.likwidasset.com/Dashboard/ProfileAccount	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Dashboard/ProfileAccount	(from https://www.likwidasset.com/Marketplace)
15:04:43	27692/27692	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:43%20GMT	https://www.likwidasset.com/Account/Login?ReturnUrl=%2FDashboard%2FProfileAccount	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Login9795.html	(from https://www.likwidasset.com/Marketplace)
15:04:43	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Apr%202023%2007:04:43%20GMT	https://www.likwidasset.com/account/logout	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/account/logout	(from https://www.likwidasset.com/Marketplace)
15:04:43	27682/27682	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:43%20GMT	https://www.likwidasset.com/Account/Login?ReturnUrl=%2Faccount%2Flogout	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Login4797.html	(from https://www.likwidasset.com/Marketplace)
15:04:43	27652/27652	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:44%20GMT	https://www.likwidasset.com/Account/Login	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Account/Login.html	(from https://www.likwidasset.com/Marketplace)
15:04:43	27652/27652	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:44%20GMT	https://www.likwidasset.com/account/login	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/account/login-2.html	(from https://www.likwidasset.com/Marketplace)
15:04:44	50642/50642	---M--	200	added ('OK')	text/css	etag:%221b184c8279d91:0%22	https://www.likwidasset.com/content/bootstrap-grid.min.css	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/content/bootstrap-grid.min.css	(from https://www.likwidasset.com/Marketplace)
15:04:44	79373/79373	---M--	200	added ('OK')	image/jpeg	etag:%22afa927e1455d94ac86df55afd7afc553%22	https://d2qbv7y91sna40.cloudfront.net/Property/10/638016232042625296_thumbnail.jpg	C:/Users/csbackup4/Desktop/clone/Clone/d2qbv7y91sna40.cloudfront.net/Property/10/638016232042625296_thumbnail.jpg	(from https://www.likwidasset.com/Marketplace)
15:04:44	65109/65109	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:45%20GMT	https://www.likwidasset.com/Property/10/	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Property/10/index.html	(from https://www.likwidasset.com/Marketplace)
15:04:44	386/386	---M--	200	added ('OK')	image/png	etag:%226f17fcc9279d91:0%22	https://www.likwidasset.com/Content/images/layergroup-icon.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/layergroup-icon.png	(from https://www.likwidasset.com/Marketplace)
15:04:44	40071/40071	---M--	200	added ('OK')	image/jpeg	etag:%2246623050d8a9f3f9c5ad12d70b2ba9d9%22	https://d2qbv7y91sna40.cloudfront.net/Property/3/637880534705289010_thumbnail.jpg	C:/Users/csbackup4/Desktop/clone/Clone/d2qbv7y91sna40.cloudfront.net/Property/3/637880534705289010_thumbnail.jpg	(from https://www.likwidasset.com/Marketplace)
15:04:45	35817/35817	---M--	200	added ('OK')	image/jpeg	etag:%224744fdd4d761d5ddbb095e25ae67998e%22	https://d2qbv7y91sna40.cloudfront.net/Property/4/637880540022944331_thumbnail.jpg	C:/Users/csbackup4/Desktop/clone/Clone/d2qbv7y91sna40.cloudfront.net/Property/4/637880540022944331_thumbnail.jpg	(from https://www.likwidasset.com/Marketplace)
15:04:45	30585/30585	---M--	200	added ('OK')	image/jpeg	etag:%221d55fc41d327025bbf047efeed961b2b%22	https://d2qbv7y91sna40.cloudfront.net/Property/5/637880545025307807_thumbnail.jpg	C:/Users/csbackup4/Desktop/clone/Clone/d2qbv7y91sna40.cloudfront.net/Property/5/637880545025307807_thumbnail.jpg	(from https://www.likwidasset.com/Marketplace)
15:04:45	62356/62356	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:45%20GMT	https://www.likwidasset.com/Property/3/	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Property/3/index.html	(from https://www.likwidasset.com/Marketplace)
15:04:45	6529/6529	---M--	200	added ('OK')	image/png	etag:%220bfb7c8279d91:0%22	https://www.likwidasset.com/Content/images/footer-img1-blue.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/footer-img1-blue.png	(from https://www.likwidasset.com/Marketplace)
15:04:45	84966/84966	---M--	200	added ('OK')	image/png	etag:%2227e9c74b4e40d91:0%22	https://www.likwidasset.com/Content/images/likwid-master-logo.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/likwid-master-logo.png	(from https://www.likwidasset.com/Marketplace)
15:04:45	174458/174458	---M--	200	added ('OK')	application/pdf	date:Tue,%2018%20Apr%202023%2007:04:46%20GMT	https://www.likwidasset.com/Home/PrivacyPolicy	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Home/Likwid_Privacy_Policy.pdf	(from https://www.likwidasset.com/Marketplace)
15:04:46	441316/441316	---M--	200	added ('OK')	application/pdf	date:Tue,%2018%20Apr%202023%2007:04:46%20GMT	https://www.likwidasset.com/Home/Terms	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Home/Likwid_Terms_of_Service.pdf	(from https://www.likwidasset.com/Marketplace)
15:04:46	62030/62030	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:46%20GMT	https://www.likwidasset.com/Property/4/	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Property/4/index.html	(from https://www.likwidasset.com/Marketplace)
15:04:46	169646/169646	---M--	200	added ('OK')	application/pdf	etag:%2219dc16aa56ed91:0%22	https://www.likwidasset.com/Content/images/Campaign_TnC.pdf	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/Campaign_TnC.pdf	(from https://www.likwidasset.com/Marketplace)
15:04:46	439/439	---M--	200	added ('OK')	image/png	etag:%220bfb7c8279d91:0%22	https://www.likwidasset.com/Content/images/email-blue.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/email-blue.png	(from https://www.likwidasset.com/Marketplace)
15:04:46	14231/14231	---M--	200	added ('OK')	image/png	etag:%220bfb7c8279d91:0%22	https://www.likwidasset.com/Content/images/footer-img2-blue.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/footer-img2-blue.png	(from https://www.likwidasset.com/Marketplace)
15:04:47	653/653	---M--	200	added ('OK')	image/png	etag:%220bfb7c8279d91:0%22	https://www.likwidasset.com/Content/images/facebook-footer-icon-blue.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/facebook-footer-icon-blue.png	(from https://www.likwidasset.com/Marketplace)
15:04:47	61942/61942	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Apr%202023%2007:04:47%20GMT	https://www.likwidasset.com/Property/5/	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Property/5/index.html	(from https://www.likwidasset.com/Marketplace)
15:04:47	2928/2928	---M--	200	added ('OK')	image/png	etag:%220ece8c9279d91:0%22	https://www.likwidasset.com/Content/images/instagram-footer-icon-blue.png	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/Content/images/instagram-footer-icon-blue.png	(from https://www.likwidasset.com/Marketplace)
15:04:47	31693/31693	---MCZ	200	added ('OK')	application/javascript	etag:W/%22613257bb316d347d9417023321c6d62f%22	https://diffuser-cdn.app-us1.com/diffuser/diffuser.js	C:/Users/csbackup4/Desktop/clone/Clone/diffuser-cdn.app-us1.com/diffuser/diffuser.js	(from https://www.likwidasset.com/Marketplace)
15:04:48	51/51	---MCZ	302	error ('Found')	text/plain	date:Tue,%2018%20Apr%202023%2007:04:48%20GMT	https://unpkg.com/aos@next/dist/aos.js	C:/Users/csbackup4/Desktop/clone/Clone/unpkg.com/aos@next/dist/aos.js	(from https://www.likwidasset.com/Marketplace)
15:04:48	13800/13800	---MCZ	200	added ('OK')	application/javascript	etag:%2235e8-44lQwbzmXp8EjjBbNWf/kKDJI+M%22	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.js	C:/Users/csbackup4/Desktop/clone/Clone/unpkg.com/aos@3.0.0-beta.6/dist/aos.js	(from https://www.likwidasset.com/Marketplace)
15:04:48	3993/3993	---M--	200	added ('OK')	text/javascript	date:Tue,%2018%20Apr%202023%2007:04:48%20GMT	https://www.likwidasset.com/bundles/customselect?v=pmXoCXLu6a3obW6ZHa6BwghQ9mrP-EnJaUWmTFfuCFQ1	C:/Users/csbackup4/Desktop/clone/Clone/www.likwidasset.com/bundles/customselect457d	(from https://www.likwidasset.com/Marketplace)
